job_title	skill	type
rescue diver	diving vessels systems	knowledge
rescue diver	first aid	knowledge
rescue diver	apply crisis management	skill
grill cook	comply with food safety and hygiene	skill
grill cook	order supplies	skill
grill cook	store raw food materials	skill
grill cook	receive kitchen supplies	skill
grill cook	use food preparation techniques	skill
grill cook	dispose waste	skill
grill cook	work in a hospitality team	skill
grill cook	handover the food preparation area	skill
grill cook	use reheating techniques	skill
grill cook	use culinary finishing techniques	skill
grill cook	use food cutting tools	skill
grill cook	ensure cleanliness of food preparation area	skill
grill cook	maintain a safe, hygienic and secure working environment	skill
grill cook	maintain kitchen equipment at correct temperature	skill
grill cook	use cooking techniques	skill
electricity distribution worker	install power lines	skill
electricity distribution worker	work ergonomically	skill
electricity distribution worker	inspect overhead power lines	skill
electricity distribution worker	transmission towers	knowledge
electricity distribution worker	electrical discharge	knowledge
electricity distribution worker	electric current	knowledge
electricity distribution worker	wear appropriate protective gear	skill
electricity distribution worker	electrical power safety regulations	knowledge
electricity distribution worker	inspect underground power cables	skill
electricity distribution worker	repair underground power cables	skill
electricity distribution worker	electricity	knowledge
electricity distribution worker	repair overhead power lines	skill
overhead line worker	install power lines	skill
overhead line worker	work ergonomically	skill
overhead line worker	inspect overhead power lines	skill
overhead line worker	transmission towers	knowledge
overhead line worker	electrical discharge	knowledge
overhead line worker	electric current	knowledge
overhead line worker	wear appropriate protective gear	skill
overhead line worker	electrical power safety regulations	knowledge
overhead line worker	inspect underground power cables	skill
overhead line worker	repair underground power cables	skill
overhead line worker	electricity	knowledge
overhead line worker	repair overhead power lines	skill
overhead line worker	follow safety procedures when working at heights	skill
talent agent	arrange bookings	skill
talent agent	identify talent	skill
talent agent	help coordinate promotional activities	skill
talent agent	contract law	knowledge
talent agent	contract law	knowledge
talent agent	identify customer's needs	skill
talent agent	prospect new customers	skill
talent agent	manage contracts	skill
talent agent	employment law	knowledge
talent agent	develop professional network	skill
talent agent	plan medium to long term objectives	skill
talent agent	analyse data about clients	skill
talent agent	coach clients	skill
talent agent	provide career counselling	skill
mortgage loan underwriter	analyse loans	skill
mortgage loan underwriter	banking activities	knowledge
mortgage loan underwriter	examine mortgage loan documents	skill
mortgage loan underwriter	interpret financial statements	skill
mortgage loan underwriter	communicate with banking professionals	skill
mortgage loan underwriter	assess mortgage risk	skill
mortgage loan underwriter	obtain financial information	skill
mortgage loan underwriter	mortgage loans	knowledge
mortgage loan underwriter	property law	knowledge
mortgage loan underwriter	actuarial science	knowledge
mortgage loan underwriter	real estate underwriting	knowledge
mortgage loan underwriter	analyse financial risk	skill
political affairs officer	foreign affairs policy development	knowledge
political affairs officer	advise on risk management	skill
political affairs officer	foreign affairs	knowledge
political affairs officer	government policy implementation	knowledge
political affairs officer	analyse foreign affairs policies	skill
political affairs officer	monitor political conflicts	skill
political affairs officer	advise on conflict management	skill
political affairs officer	write situation reports	skill
political affairs officer	advise on legislative acts	skill
political affairs officer	advise on foreign affairs policies	skill
public affairs consultant	apply diplomatic principles	skill
public affairs consultant	protect client interests	skill
public affairs consultant	government policy implementation	knowledge
public affairs consultant	legislation procedure	knowledge
public affairs consultant	think analytically	skill
public affairs consultant	diplomatic principles	knowledge
public affairs consultant	maintain relationships with government agencies	skill
public affairs consultant	advise on conflict management	skill
public affairs consultant	influence legislators	skill
public affairs consultant	advise on legislative acts	skill
public affairs consultant	manage government policy implementation	skill
public affairs consultant	perform political negotiation	skill
logistics and distribution manager	warehouse operations	knowledge
logistics and distribution manager	coordinate dock operations	skill
logistics and distribution manager	give instructions to staff	skill
logistics and distribution manager	liaise with transportation companies	skill
logistics and distribution manager	ensure continuous preparedness for audits	skill
logistics and distribution manager	manage staff	skill
logistics and distribution manager	encourage teams for continuous improvement	skill
logistics and distribution manager	regulations for international transportation	knowledge
logistics and distribution manager	understand supply chain improvements in relation to profit gains	skill
logistics and distribution manager	safety regulations for warehouses	knowledge
logistics and distribution manager	control reorder points	skill
logistics and distribution manager	provide operational efficiency training to employees	skill
logistics and distribution manager	manage dispatch software systems;	skill
logistics and distribution manager	communicate with shipment forwarders	skill
logistics and distribution manager	analyse supply chain strategies	skill
logistics and distribution manager	liaise with colleagues	skill
logistics and distribution manager	freight transport methods	knowledge
logistics and distribution manager	conduct full-scale emergency plan exercises	skill
logistics and distribution manager	handle stressful situations	skill
logistics and distribution manager	types of packaging used in industrial shipments	knowledge
logistics and distribution manager	e-commerce systems	knowledge
logistics and distribution manager	analyse supply chain trends	skill
logistics and distribution manager	perform cost accounting activities	skill
logistics and distribution manager	consider economic criteria in decision making	skill
logistics and distribution manager	comply with checklists	skill
logistics and distribution manager	anticipate the overhaul of the fleet	skill
logistics and distribution manager	manage the fleet according to planned operations	skill
logistics and distribution manager	develop efficiency plans for logistics operations	skill
logistics and distribution manager	supply chain management	knowledge
logistics and distribution manager	goods transported from warehouse facilities	knowledge
logistics and distribution manager	solve operational transport problems	skill
logistics and distribution manager	work in a logistics team	skill
tyre fitter	replace tyres	skill
tyre fitter	balance tyres	skill
tyre fitter	inspect worn tyres	skill
tyre fitter	ensure equipment availability	skill
tyre fitter	inspect repaired tyres	skill
tyre fitter	clean tyres	skill
tyre fitter	sell tyres	skill
tyre fitter	types of tyres	knowledge
tyre fitter	maintain technical equipment	skill
building electrician	test procedures in electricity transmission	skill
building electrician	building systems monitoring technology	knowledge
building electrician	work ergonomically	skill
building electrician	resolve equipment malfunctions	skill
building electrician	inspect electrical supplies	skill
building electrician	splice cable	skill
building electrician	inspect construction supplies	skill
building electrician	install electrical and electronic equipment	skill
building electrician	install electricity sockets	skill
building electrician	follow health and safety procedures in construction	skill
building electrician	use precision tools	skill
building electrician	use measurement instruments	skill
building electrician	test electronic units	skill
building electrician	react to events in time-critical environments	skill
building electrician	install electric switches	skill
building electrician	use safety equipment in construction	skill
building electrician	electricity	knowledge
building electrician	electrical wiring plans	knowledge
laser beam welder	statistical process control	knowledge
laser beam welder	prepare pieces for joining	skill
laser beam welder	monitor gauge	skill
laser beam welder	ensure necessary ventilation in machining	skill
laser beam welder	remove inadequate workpieces	skill
laser beam welder	troubleshoot	skill
laser beam welder	remove processed workpiece	skill
laser beam welder	manufacturing processes	knowledge
laser beam welder	quality and cycle time optimisation	knowledge
laser beam welder	perform test run	skill
laser beam welder	wear appropriate protective gear	skill
laser beam welder	read standard blueprints	skill
laser beam welder	ensure equipment availability	skill
laser beam welder	use CAM software	skill
laser beam welder	use automatic programming	skill
laser beam welder	types of metal	knowledge
laser beam welder	perform machine maintenance	skill
laser beam welder	quality standards	knowledge
laser beam welder	apply precision metalworking techniques	skill
laser beam welder	supply machine	skill
laser beam welder	laser types	knowledge
laser beam welder	ensure correct metal temperature	skill
laser beam welder	program a CNC controller	skill
laser beam welder	tend laser beam welding machine	skill
laser beam welder	set up the controller of a machine	skill
make-up artist	work ergonomically	skill
make-up artist	understand artistic concepts	skill
make-up artist	follow work schedule	skill
make-up artist	perform quick make-up changeovers	skill
make-up artist	safeguard artistic quality of performance	skill
make-up artist	test make-up	skill
make-up artist	make up performing artists	skill
make-up artist	ensure continuity in the styling of artists	skill
make-up artist	adapt to artists' creative demands	skill
make-up artist	prepare personal work environment	skill
make-up artist	art history	knowledge
make-up artist	finish project within budget	skill
make-up artist	cosmetics	knowledge
make-up artist	make-up techniques	knowledge
make-up artist	translate artistic concepts to technical designs	skill
make-up artist	work safely with chemicals	skill
make-up artist	contextualise artistic work	skill
make-up artist	analyse the need for technical resources	skill
make-up artist	analyse a script	skill
make-up artist	manage personal professional development	skill
make-up artist	follow directions of the artistic director	skill
make-up artist	work with respect for own safety	skill
make-up artist	define artistic approach	skill
make-up artist	determine skin type	skill
make-up artist	gather reference materials for artwork	skill
make-up artist	skin types	knowledge
make-up artist	repair prostheses	skill
healthcare consultant	advise policy makers in healthcare	skill
healthcare consultant	health care legislation	knowledge
healthcare consultant	implement policy in healthcare practices	skill
healthcare consultant	government policy implementation	knowledge
healthcare consultant	maintain relationships with government agencies	skill
healthcare consultant	public health	knowledge
healthcare consultant	health care system	knowledge
healthcare consultant	comply with legislation related to health care	skill
healthcare consultant	manage healthcare staff	knowledge
healthcare consultant	contribute to public health campaigns	skill
healthcare consultant	assess health services within the community	skill
healthcare consultant	analyse community needs	skill
oceanographer	execute analytical mathematical calculations	skill
oceanographer	apply statistical analysis techniques	skill
oceanographer	mathematics	knowledge
oceanographer	perform scientific research	skill
oceanographer	physics	knowledge
oceanographer	oceanography	knowledge
oceanographer	apply scientific methods	skill
oceanographer	statistics	knowledge
oceanographer	gather experimental data	skill
oceanographer	geology	knowledge
oceanographer	use measurement instruments	skill
oceanographer	write scientific papers	skill
oceanographer	operate scientific measuring equipment	skill
oceanographer	scientific modelling	knowledge
oceanographer	scientific research methodology	knowledge
hydrographic surveying technician	geomatics	knowledge
hydrographic surveying technician	record survey measurements	skill
hydrographic surveying technician	surveying	knowledge
hydrographic surveying technician	prepare surveying report	skill
hydrographic surveying technician	collect mapping data	skill
hydrographic surveying technician	cartography	knowledge
hydrographic surveying technician	mathematics	knowledge
hydrographic surveying technician	survey techniques	knowledge
hydrographic surveying technician	document survey operations	skill
hydrographic surveying technician	surveying methods	knowledge
hydrographic surveying technician	topography	knowledge
hydrographic surveying technician	geodesy	knowledge
hydrographic surveying technician	perform surveying calculations	skill
hydrographic surveying technician	write work-related reports	skill
hydrographic surveying technician	conduct underwater surveys	skill
hydrographic surveying technician	operate surveying instruments	skill
hydrographic surveying technician	bathymetry	knowledge
hydrographic surveying technician	adjust surveying equipment	skill
hydrographic surveying technician	hydrography	knowledge
hydrographic surveying technician	assist hydrographic surveys	skill
hydrographic surveying technician	morphology	knowledge
market research analyst	prepare presentation material	skill
market research analyst	analyse market financial trends	skill
market research analyst	recommend market-related measures	skill
market research analyst	draw conclusions from market research results	skill
market research analyst	analyse economic trends	skill
market research analyst	identify customer's needs	skill
market research analyst	analyse consumer buying trends	skill
market research analyst	statistics	knowledge
market research analyst	marketing department processes	knowledge
market research analyst	market research	knowledge
market research analyst	analyse internal factors of companies	skill
market research analyst	identify market niches	skill
market research analyst	analyse external factors of companies	skill
market research analyst	present reports	skill
market research analyst	marketing mix	knowledge
market research analyst	marketing principles	knowledge
market research analyst	identify potential markets for companies	skill
market research analyst	trendwatching	knowledge
market research analyst	make strategic business decisions	skill
market research analyst	prepare market research reports	skill
market research analyst	perform market research	skill
market research interviewer	explain interview purposes	skill
market research interviewer	communication	knowledge
market research interviewer	interview techniques	knowledge
market research interviewer	use different communication channels	skill
market research interviewer	survey techniques	knowledge
market research interviewer	use communication techniques	skill
market research interviewer	respond to enquiries	skill
market research interviewer	conduct research interview	skill
market research interviewer	information confidentiality	knowledge
market research interviewer	evaluate interview reports	skill
market research interviewer	capture people's attention	skill
market research interviewer	tabulate survey results	skill
market research interviewer	document interviews	skill
market research interviewer	adhere to questionnaires	skill
market research interviewer	prepare survey report	skill
market research interviewer	prepare market research reports	skill
market research interviewer	perform market research	skill
research and development manager	work in an economically efficient manner	skill
research and development manager	carry out strategic research	skill
research and development manager	represent the organisation	skill
research and development manager	assess the feasibility of implementing developments	skill
research and development manager	manage budgets	skill
research and development manager	intellectual property law	knowledge
research and development manager	innovation processes	knowledge
research and development manager	manage staff	skill
research and development manager	analyse business objectives	skill
research and development manager	corporate social responsibility	knowledge
research and development manager	project management	knowledge
research and development manager	market research	knowledge
research and development manager	analyse internal factors of companies	skill
research and development manager	report analysis results	skill
research and development manager	analyse external factors of companies	skill
research and development manager	identify new business opportunities	skill
research and development manager	manage research and development projects	skill
research and development manager	marketing principles	knowledge
research and development manager	seek innovation in current practices	skill
research and development manager	perform market research	skill
marketeer	plan marketing strategy	skill
marketeer	carry out strategic research	skill
marketeer	identify customer requirements	skill
marketeer	pricing strategies	knowledge
marketeer	maintain relationship with customers	skill
marketeer	use consulting techniques	skill
marketeer	use different communication channels	skill
marketeer	document project progress	skill
marketeer	project management	knowledge
marketeer	use theoretical marketing models	skill
marketeer	respond to enquiries	skill
marketeer	conduct research interview	skill
marketeer	analyse internal factors of companies	skill
marketeer	integrate marketing strategies with the global strategy	skill
marketeer	market analysis	knowledge
marketeer	identify market niches	skill
marketeer	analyse external factors of companies	skill
marketeer	marketing mix	knowledge
marketeer	market pricing	knowledge
marketeer	define technical requirements	skill
marketeer	marketing principles	knowledge
marketeer	identify potential markets for companies	skill
leaflet distributor	geographic areas	knowledge
leaflet distributor	work in outdoor conditions	skill
leaflet distributor	demonstrate professional attitude to clients	skill
leaflet distributor	deliver leaflets	skill
leaflet distributor	deliver leaflets	skill
leaflet distributor	hand out flyers	skill
marketing manager	integrate strategic foundation in daily performance	skill
marketing manager	plan marketing strategy	skill
marketing manager	study sales levels of products	skill
marketing manager	pricing strategies	knowledge
marketing manager	evaluate marketing content	skill
marketing manager	manage profitability	skill
marketing manager	create annual marketing budget	skill
marketing manager	corporate social responsibility	knowledge
marketing manager	analyse consumer buying trends	skill
marketing manager	define measurable marketing objectives	skill
marketing manager	market research	knowledge
marketing manager	track key performance indicators	skill
marketing manager	coordinate marketing plan actions	skill
marketing manager	analyse internal factors of companies	skill
marketing manager	brand marketing techniques	knowledge
marketing manager	plan marketing campaign	skill
marketing manager	impart business plans to collaborators	skill
marketing manager	integrate marketing strategies with the global strategy	skill
marketing manager	content marketing strategy	knowledge
marketing manager	collaborate in the development of marketing strategies	skill
marketing manager	analyse customer service surveys	skill
marketing manager	analyse external factors of companies	skill
marketing manager	marketing mix	knowledge
marketing manager	market pricing	knowledge
marketing manager	identify potential markets for companies	skill
marketing manager	align efforts towards business development	skill
marketing manager	perform market research	skill
marketing manager	analyse work-related written reports	skill
stonemason	types of stone for working	knowledge
stonemason	work ergonomically	skill
stonemason	transport construction supplies	skill
stonemason	inspect construction supplies	skill
stonemason	maintain work area cleanliness	skill
stonemason	regulate cutting speed	skill
stonemason	building codes	knowledge
stonemason	prepare stone for smoothing	skill
stonemason	secure working area	skill
stonemason	inspect stone surface	skill
stonemason	follow health and safety procedures in construction	skill
stonemason	create cutting plan	skill
stonemason	interpret 3D plans	skill
stonemason	use measurement instruments	skill
stonemason	use safety equipment in construction	skill
stonemason	mark stone workpieces	skill
stonemason	interpret 2D plans	skill
stonemason	polish stone by hand	skill
stonemason	operate grinding hand tools	skill
stonemason	use stonemason's chisel	skill
masseur/masseuse	communicate with customers	skill
masseur/masseuse	maintain personal hygiene standards	skill
masseur/masseuse	work ergonomically	skill
masseur/masseuse	give massages	skill
masseur/masseuse	develop personalised massage plan	skill
masseur/masseuse	identify customer's needs	skill
masseur/masseuse	contraindications	knowledge
masseur/masseuse	maintain privacy of service users	skill
masseur/masseuse	maintain customer service	skill
masseur/masseuse	massage theory	knowledge
masseur/masseuse	manage personal professional development	skill
masseur/masseuse	massage types	knowledge
masseur/masseuse	apply massage therapy	skill
masseur/masseuse	accept own accountability	skill
paper engineer	test paper production samples	skill
paper engineer	engineering principles	knowledge
paper engineer	ensure compliance with safety legislation	skill
paper engineer	plan engineering activities	skill
paper engineer	manufacturing processes	knowledge
paper engineer	paper chemistry	knowledge
paper engineer	perform scientific research	skill
paper engineer	paper production processes	knowledge
paper engineer	check paper quality	skill
paper engineer	monitor pulp quality	skill
paper engineer	engineering processes	knowledge
paper engineer	optimise production	skill
paper engineer	types of paper	knowledge
paper engineer	quality standards	knowledge
paper engineer	monitor production developments	skill
paper engineer	check quality of raw materials	skill
paper engineer	sizes of paper	knowledge
paper engineer	types of pulp	knowledge
plastic heat treatment equipment operator	optimise production processes parameters	skill
plastic heat treatment equipment operator	measure furnace temperature	skill
plastic heat treatment equipment operator	maintain furnace temperature	skill
plastic heat treatment equipment operator	tend discharge conveyor	skill
plastic heat treatment equipment operator	troubleshoot	skill
plastic heat treatment equipment operator	extract materials from furnace	skill
plastic heat treatment equipment operator	operate heat treatment furnace	skill
plastic heat treatment equipment operator	use personal protection equipment	skill
plastic heat treatment equipment operator	load materials into furnace	skill
plastic heat treatment equipment operator	monitor automated machines	skill
plastic heat treatment equipment operator	plastic resins	knowledge
plastic heat treatment equipment operator	quality standards	knowledge
plastic heat treatment equipment operator	types of plastic	knowledge
plastic heat treatment equipment operator	consult technical resources	skill
plastic heat treatment equipment operator	record furnace operations	skill
plastic heat treatment equipment operator	set up the controller of a machine	skill
plastic heat treatment equipment operator	prevent damage in a furnace	skill
mathematics lecturer	guarantee students' safety	skill
mathematics lecturer	prepare lesson content	skill
mathematics lecturer	monitor developments in field of expertise	skill
mathematics lecturer	compile course material	skill
mathematics lecturer	execute analytical mathematical calculations	skill
mathematics lecturer	liaise with educational support staff	skill
mathematics lecturer	mathematics	knowledge
mathematics lecturer	apply teaching strategies	skill
mathematics lecturer	assess students	skill
mathematics lecturer	teach mathematics	skill
mathematics lecturer	write work-related reports	skill
mathematics lecturer	demonstrate when teaching	skill
mathematics lecturer	give constructive feedback	skill
mathematics lecturer	perform classroom management	skill
mathematics lecturer	apply intercultural teaching strategies	skill
mathematics lecturer	liaise with educational staff	skill
mathematics lecturer	curriculum objectives	knowledge
mathematics lecturer	develop course outline	skill
mathematics teacher secondary school	guarantee students' safety	skill
mathematics teacher secondary school	assign homework	skill
mathematics teacher secondary school	monitor student's behaviour	skill
mathematics teacher secondary school	prepare lesson content	skill
mathematics teacher secondary school	monitor developments in field of expertise	skill
mathematics teacher secondary school	compile course material	skill
mathematics teacher secondary school	execute analytical mathematical calculations	skill
mathematics teacher secondary school	observe student's progress	skill
mathematics teacher secondary school	liaise with educational support staff	skill
mathematics teacher secondary school	mathematics	knowledge
mathematics teacher secondary school	manage student relationships	skill
mathematics teacher secondary school	adapt teaching to student's capabilities	skill
mathematics teacher secondary school	apply teaching strategies	skill
mathematics teacher secondary school	maintain students' discipline	skill
mathematics teacher secondary school	assess students	skill
mathematics teacher secondary school	teach mathematics	skill
mathematics teacher secondary school	learning difficulties	knowledge
mathematics teacher secondary school	post-secondary school procedures	knowledge
mathematics teacher secondary school	demonstrate when teaching	skill
mathematics teacher secondary school	give constructive feedback	skill
mathematics teacher secondary school	perform classroom management	skill
mathematics teacher secondary school	secondary school procedures	skill
mathematics teacher secondary school	assist students in their learning	skill
mathematics teacher secondary school	apply intercultural teaching strategies	skill
mathematics teacher secondary school	liaise with educational staff	skill
mathematics teacher secondary school	curriculum objectives	knowledge
mathematics teacher secondary school	develop course outline	skill
industrial machinery mechanic	resolve equipment malfunctions	skill
industrial machinery mechanic	troubleshoot	skill
industrial machinery mechanic	perform test run	skill
industrial machinery mechanic	conduct routine machinery checks	skill
industrial machinery mechanic	hydraulics	knowledge
industrial machinery mechanic	secure working area	skill
industrial machinery mechanic	use testing equipment	skill
industrial machinery mechanic	perform maintenance on installed equipment	skill
industrial machinery mechanic	inspect industrial equipment	skill
industrial machinery mechanic	pneumatics	knowledge
industrial machinery mechanic	electricity	knowledge
industrial machinery mechanic	electrical wiring plans	knowledge
industrial machinery mechanic	mechanics	knowledge
industrial machinery mechanic	write records for repairs	skill
metal product quality control inspector	use a computer	skill
metal product quality control inspector	record survey measurements	skill
metal product quality control inspector	inspect quality of products	skill
metal product quality control inspector	set quality assurance objectives	skill
metal product quality control inspector	spot metal imperfections	skill
metal product quality control inspector	manufacturing processes	knowledge
metal product quality control inspector	monitor manufacturing quality standards	skill
metal product quality control inspector	operate precision measuring equipment	skill
metal product quality control inspector	define manufacturing quality criteria	skill
metal product quality control inspector	ensure public safety and security	skill
metal product quality control inspector	work in metal manufacture teams	skill
metal product quality control inspector	define data quality criteria	skill
metal product quality control inspector	define quality standards	skill
metal product quality control inspector	define quality standards	skill
metal product quality control inspector	revise quality control systems documentation	skill
metal product quality control inspector	types of metal	knowledge
metal product quality control inspector	quality standards	knowledge
metal product quality control inspector	use non-destructive testing equipment	skill
metal product quality control inspector	maintain test equipment	skill
metal product quality control inspector	apply safety management	skill
metal product quality control inspector	prepare technical reports	skill
metal product quality control inspector	perform sample testing	skill
metal product quality control inspector	database quality standards	knowledge
metal product quality control inspector	conduct performance tests	skill
metal product quality control inspector	quality assurance methodologies	knowledge
metal product quality control inspector	prepare samples for testing	skill
metal product quality control inspector	apply health and safety standards	skill
metal product quality control inspector	follow company standards	skill
metal product quality control inspector	lead inspections	skill
metal production supervisor	record production data for quality control	skill
metal production supervisor	provide department schedule for staff	skill
metal production supervisor	manage emergency procedures	skill
metal production supervisor	monitor stock level	skill
metal production supervisor	identify hazards in the workplace	skill
metal production supervisor	ensure finished product meet requirements	skill
metal production supervisor	ensure equipment availability	skill
metal production supervisor	ensure correct goods labelling	skill
metal production supervisor	monitor automated machines	skill
metal production supervisor	types of metal	knowledge
metal production supervisor	plan shifts of employees	skill
metal production supervisor	evaluate employees work	skill
metal production supervisor	monitor production developments	skill
metal production supervisor	supervise staff	skill
metal production supervisor	create a work atmosphere of continuous improvement	skill
metal production supervisor	adhere to organisational guidelines	skill
metal production supervisor	types of metal manufacturing processes	knowledge
metal production supervisor	coordinate communication within a team	skill
metal production supervisor	analyse staff capacity	skill
metal production supervisor	communicate production plan	skill
metal production supervisor	liaise with managers	skill
metal production supervisor	follow company standards	skill
media scientist	literature	knowledge
media scientist	ethical code of conduct of journalists	knowledge
media scientist	communication studies	knowledge
media scientist	perform scientific research	skill
media scientist	consult information sources	skill
media scientist	apply scientific methods	skill
media scientist	read books	skill
media scientist	copyright legislation	knowledge
media scientist	scientific research methodology	knowledge
media scientist	perform background research on writing subject	skill
advertising media buyer	study sales levels of products	skill
advertising media buyer	manage budgets	skill
advertising media buyer	present arguments persuasively	skill
advertising media buyer	buy advertising space	skill
advertising media buyer	meet expectations of target audience	skill
advertising media buyer	negotiate terms with suppliers	skill
advertising media buyer	identify customer's needs	skill
advertising media buyer	manage contracts	skill
advertising media buyer	develop professional network	skill
advertising media buyer	copyright legislation	knowledge
clinical coder	medical terminology	knowledge
clinical coder	manage healthcare users' data	skill
clinical coder	maintain healthcare user data confidentiality	skill
clinical coder	use electronic health records management system	skill
clinical coder	communicate effectively in healthcare	skill
clinical coder	follow clinical guidelines	skill
clinical coder	professional documentation in health care	knowledge
clinical coder	adhere to organisational guidelines	skill
clinical coder	clinical coding	knowledge
clinical coder	review patient's medical data	skill
clinical coder	document management	knowledge
clinical coder	perform clinical coding procedures	skill
physicist	perform laboratory tests	skill
physicist	execute analytical mathematical calculations	skill
physicist	apply statistical analysis techniques	skill
physicist	mathematics	knowledge
physicist	perform scientific research	skill
physicist	physics	knowledge
physicist	apply scientific methods	skill
physicist	statistics	knowledge
physicist	laboratory techniques	knowledge
physicist	gather experimental data	skill
physicist	analyse experimental laboratory data	skill
physicist	use measurement instruments	skill
physicist	operate scientific measuring equipment	skill
physicist	scientific research methodology	knowledge
medical sales representative	carry out event management	skill
medical sales representative	sales argumentation	knowledge
medical sales representative	advise customers on usage of medical products	skill
medical sales representative	medical terminology	knowledge
medical sales representative	carry out sales analysis	skill
medical sales representative	medication classification	knowledge
medical sales representative	provide customers with order information	skill
medical sales representative	pharmacovigilance legislation	knowledge
medical sales representative	medical devices materials	knowledge
medical sales representative	prospect new customers	skill
medical sales representative	negotiate sales contracts	skill
medical sales representative	issue purchase orders	skill
medical sales representative	inform about the legal aspects of the medical device presented	skill
medical sales representative	advise on medical device features	skill
medical sales representative	health care system	knowledge
medical sales representative	medical sales industry	knowledge
medical sales representative	organise retail sampling events	skill
medical sales representative	supervise sales activities	skill
medical sales representative	sales strategies	knowledge
medical sales representative	keep records on sales	skill
hospital social worker	apply anti-oppressive practices	skill
hospital social worker	provide social counselling	skill
hospital social worker	social work theory	knowledge
hospital social worker	involve service users and carers in care planning	skill
hospital social worker	work within communities	skill
hospital social worker	meet standards of practice in social services	skill
hospital social worker	empower social service users	skill
hospital social worker	apply quality standards in social services	skill
hospital social worker	apply case management	skill
hospital social worker	apply problem solving in social service	skill
hospital social worker	apply crisis intervention	skill
hospital social worker	legal requirements in the social sector	knowledge
hospital social worker	protect vulnerable social service users	skill
hospital social worker	contribute to protecting individuals from harm	skill
hospital social worker	develop professional identity in social work	skill
hospital social worker	work in partnership with social services users	skill
hospital social worker	deliver social services in diverse cultural communities	skill
hospital social worker	social sciences	knowledge
hospital social worker	conduct interview in social service	skill
hospital social worker	demonstrate leadership in social service cases	skill
hospital social worker	communicate professionally with colleagues in other fields	skill
hospital social worker	follow health and safety precautions in social care practices	skill
hospital social worker	plan social service process	skill
hospital social worker	promote social change	skill
hospital social worker	advocate for social service users	skill
hospital social worker	prevent social problems	skill
hospital social worker	make legislation transparent for users of social services	skill
hospital social worker	negotiate with social service users	skill
hospital social worker	promote service users' rights	skill
hospital social worker	apply person-centred care	skill
hospital social worker	assess social service users' situation	skill
hospital social worker	crisis intervention	knowledge
hospital social worker	handle conflicts	skill
hospital social worker	relate empathetically	skill
hospital social worker	health care system	knowledge
hospital social worker	comply with legislation related to health care	skill
hospital social worker	listen actively	skill
hospital social worker	manage social crisis	skill
hospital social worker	manage ethical issues within social services	skill
hospital social worker	review social service plan	skill
hospital social worker	apply decision making within social work	skill
hospital social worker	adhere to organisational guidelines	skill
hospital social worker	apply holistic approach within social services	skill
hospital social worker	delegate activities	skill
hospital social worker	work in a multicultural environment in health care	skill
hospital social worker	address problems critically	skill
hospital social worker	apply socially just working principles	skill
hospital social worker	promote inclusion	skill
hospital social worker	maintain records of work with service users	skill
hospital social worker	develop professional network	skill
hospital social worker	reflect on practice	skill
hospital social worker	negotiate with social service stakeholders	skill
hospital social worker	arrange in-home services for patients	skill
hospital social worker	report on social development	skill
hospital social worker	undertake continuous professional development in social work	skill
hospital social worker	have computer literacy	skill
hospital social worker	tolerate stress	skill
hospital social worker	apply organisational techniques	skill
hospital social worker	develop a collaborative therapeutic relationship	skill
hospital social worker	refer social service users	skill
hospital social worker	organise social work packages	skill
hospital social worker	communicate with social service users	skill
hospital social worker	social justice	knowledge
hospital social worker	work in multidisciplinary health teams	skill
hospital social worker	advocate for healthcare users' needs	skill
hospital social worker	consider social impact of actions on service users	skill
hospital social worker	cooperate at inter-professional level	skill
hospital social worker	company policies	knowledge
hospital social worker	accept own accountability	skill
hospital social worker	manage stress in organisation	skill
hospital social worker	build helping relationship with social service users	skill
nurse responsible for general care	hygiene in a health care setting	knowledge
nurse responsible for general care	respond to changing situations in health care	skill
nurse responsible for general care	educate on the prevention of illness	skill
nurse responsible for general care	inform policy makers on health-related challenges	skill
nurse responsible for general care	provide professional care in nursing	skill
nurse responsible for general care	contribute to continuity of health care	skill
nurse responsible for general care	use e-health and mobile health technologies	skill
nurse responsible for general care	health care legislation	knowledge
nurse responsible for general care	promote a positive image of nursing	skill
nurse responsible for general care	biological chemistry	knowledge
nurse responsible for general care	empathise with the healthcare user	skill
nurse responsible for general care	impact of social contexts on health	knowledge
nurse responsible for general care	patient autonomy	knowledge
nurse responsible for general care	safe management of medicines	knowledge
nurse responsible for general care	empower individuals, families and groups	skill
nurse responsible for general care	diagnose nursing care	skill
nurse responsible for general care	participate in health personnel training	skill
nurse responsible for general care	general medicine	knowledge
nurse responsible for general care	surgery	knowledge
nurse responsible for general care	implement fundamentals of nursing	skill
nurse responsible for general care	human physiology	knowledge
nurse responsible for general care	deal with emergency care situations	skill
nurse responsible for general care	adolescence medicine	knowledge
nurse responsible for general care	geriatrics	knowledge
nurse responsible for general care	disability care	knowledge
nurse responsible for general care	citizen involvement in healthcare	knowledge
nurse responsible for general care	initiate life preserving measures	skill
nurse responsible for general care	initiate life preserving measures	skill
nurse responsible for general care	newborn care	knowledge
nurse responsible for general care	provide nursing advice on healthcare	skill
nurse responsible for general care	provide health education	skill
nurse responsible for general care	pharmacology	knowledge
nurse responsible for general care	promote human rights	skill
nurse responsible for general care	plan nursing care	skill
nurse responsible for general care	manage information in health care	skill
nurse responsible for general care	infection control	knowledge
